Location Name,TaxpayerID,Latitude,Longitude,Distance_mi,Total_Revenue,Avg_GeoPressure,Max_GeoPressure
ADAIR KITCHEN,32048119526,29.7585002,-95.3683567,2.9140636487934244,383342400.0,16.669206280061584,52.604794654137116
ADOR,32064958542,29.7532036,-95.3867254,2.699453061923536,1544496480.0,404.13647287349227,772.4752848625652
AERO COCKTAIL COMPANY,32088891596,29.7444426,-95.4553372,4.603178759205932,7154444.0,2.96818013392931,10.612182710191231
AFE BEVERAGE,17606490039,29.785122,-95.450266,3.0410603703965475,2237891040.0,295.7084421527397,1052.007379646111
AFURI RAMEN + DUMPLING,32087698075,29.7938468,-95.4117924,0.7463264026359909,14239200.0,1600.3122057405603,6264.944912410935
AGNES AND SHERMAN,32090640304,29.8027222,-95.4010444,0.8435442551889378,19730436.0,3371.436584463418,12140.699485048961
AJM RESTAURANT GROUP LLC,32074546634,29.7448599,-95.3835116,3.30718206303611,4557336.0,6.062736255861236,11.821966932946362
ALAMO TAMALES IN THE HEIGHTS LIMITED LIABILITY COM,32095347889,,,,841120.0,,
ALBI,32081332945,29.7527686,-95.4061858,2.637306095212472,77199048.0,228.735323726295,378.8142602465254
ALC BEVERAGE SERVICES,32085522079,29.820037,-95.478559,5.135028177888162,37611280.0,0.33250887577188987,1.551731190550377
ALICE BLUE,13645315774,29.8027222,-95.4010444,0.8435442551889378,17688375.0,4849.432665280207,7223.535762508973
ALL SAINTS PARISH,32037190249,,,,0.0,,
ALL SAINTS PARISH HALL,17413351861,29.78917,-95.396135,0.24727396732666804,89388.0,3028.497895174376,3988.3963420137775
ALLEY THEATRE STORE,17411430766,29.7618805,-95.3652551,2.8724490986090663,635029296.0,113.77111065945202,319.9348123713728
ALMA MEXICAN FAJITAS & RITAS,32059984750,29.8060753,-95.4104406,1.243769751587123,1072252080.0,5157.372254060725,6426.391294087388
ALOFT HOUSTON,17529475661,29.7384296,-95.4709821,5.579070942250061,90531680.0,0.07149390251083315,0.18985486137125712
ALOFT HOUSTON BY THE GALLERIA,32097217114,,,,576207.0,,
ALOFT HOUSTON DOWNTOWN,32079222611,29.757476,-95.3635736,3.1589869436555498,317526000.0,8.216942400312073,28.10540672952282
ALORA,32065407119,29.7436164,-95.4022992,3.246012023704236,102244500.0,8.263964887041437,33.13896838918018
AMALFI RISTORANTE ITALIANO,32051349275,29.7391084,-95.4903501,6.483793467197317,1334484000.0,0.18030932341846295,0.3055895001726578
AMC HOUSTON 8,32042288269,29.7620971,-95.3665329,2.806948371508508,1874971872.0,3.6120175739438443,83.88075686744007
AMERICAN GRAFFITI,32099908512,,,,447755.0,,
AMSTERDAM COFFEECO LLC,32069202771,29.8029592,-95.4126381,1.1466225082178918,80567136.0,1176.550410934234,5777.0064810560125
ANGIES PIZZA,32090840508,,,,0.0,,
ANNABELLE,32078080390,29.7589698,-95.4051448,2.204314830083626,3139451280.0,2076.6283598124264,4801.696058770048
ANNAM,32076159295,,,,2336576.0,,
ANVIL,12640695560,29.7431567,-95.3969275,3.279665115223327,3737220480.0,306.42490343773335,389.8462205667924
APPLEBEE'S #8023 (18TH STREET),32047707347,29.8024955,-95.4475501,2.9716240791768915,5201107200.0,14.50608104861059,164.72395832216336
ARAMARK SPORTS & ENTERTAINMENT SERVICES OF TEXAS,12325735848,29.7572014,-95.35525,3.5345323163769415,162471323520.0,500.4789359114533,5519.5555342626685
ARIA SUYA KITCHEN,32066210785,29.7372292,-95.4961956,6.848755940372379,74800800.0,0.004870894003953597,0.006794214957175124
ART LEAGUE OF HOUSTON,17412991667,,,,684.0,,
ARTISANS RESTAURANT,32083467053,29.7373876,-95.4792209,6.008779346261494,500476500.0,0.30215115851954927,0.6679393652642801
ASHE CUBAN CAFE,32069456716,29.7351475,-95.466253,5.520374147709317,5616000.0,0.0962088867990644,0.0962088867990644
ASK QUESTIONS ULTRALOUNGE,32081420203,29.807081,-95.4578983,3.6579879215124844,37575360.0,2.168516508479499,10.82147411926751
ATLAS RESTAURANT,32096259968,,,,1333824.0,,
ATRIUM RIVER OAKS,32076685224,29.7526661,-95.4072073,2.6536893501615717,1797217200.0,515.3372614235302,1240.815462434876
AUDEN,32080490751,29.7582469,-95.4056476,2.2581452123793126,239406948.0,278.4798215452776,538.7693246801159
AVANT GARDEN,32010688474,29.7443687,-95.3864454,3.2919786785448024,559269360.0,44.740510934495084,50.1785735853403
AVIATOR PIZZA & DRAFTHOUSE- MARQE,32081162714,29.7860712,-95.4661324,3.9812922930702523,17496465.0,2.7633453925143954,6.415147629735174
AVONDALE HOUSE,17418654897,,,,7840.0,,
AYE CANDY,32082911002,29.8048555,-95.5012773,6.155971320893757,452704464.0,0.13092415468826957,0.31894596181865087
AZUMI,32064486601,29.741734,-95.453259,4.648037741596528,1007552160.0,5.351672327302453,11.194586487609753
BABA YEGA,32075645831,29.7462162,-95.3902137,3.1183340242338735,0.0,0.0,0.0
BABYLON,32078955583,29.74878,-95.3758571,3.227379529579448,3013056.0,49.3707504874176,49.3707504874176
BACK STREET CAFE,17600501583,29.7552919,-95.4085315,2.490119735679389,522447300.0,531.922296916813,897.4207786382383
BADA BING,32079008291,29.7490284,-95.3759941,3.2083532327861986,4298400.0,73.16365354314875,73.16365354314875
BALBOA SURF CLUB,32068888067,29.749484,-95.460756,4.621234198166426,3930652800.0,12.585640725135173,17.75742536841337
BALD KITTY LLC,32087187830,29.7493885,-95.3362749,4.761125929510073,73725120.0,4.734228320806912,10.85251350337153
BAR AT GALLERIA,32095358662,,,,537312.0,,
BAR DOKO,32093846296,29.7582469,-95.4056476,2.2581452123793126,25644072.0,258.7965728309004,662.4365304566757
BAR.KOR.D,32057982038,29.7949754,-95.541037,8.465998526617994,213706752.0,0.0005871713289230585,0.0009491756288135374
BARBACANA,32091824980,29.7636007,-95.3607797,2.997115111448378,3142144.0,5.424975509720384,17.01288275658635
BARBARELLA HOUSTON,32051374604,29.7454027,-95.3718769,3.54458145675394,1550323392.0,72.4192108499946,110.4609065648746
BARCODE,32059422595,29.7479061,-95.3902971,3.0027439510989185,502687983.0,216.04245493298964,267.0018613786318
BARKING PIG,32058175111,29.8068376,-95.4295186,2.1003991286633266,174866580.0,269.56099366844717,429.26547921245657
"BARTENDING2U, LLC",32064884607,29.8201121,-95.4583692,4.055073008486899,151281360.0,1.5783425955183588,6.866454598044292
BASO,32078009779,29.803057,-95.409474,1.0360785270554036,797585112.0,5624.274219750046,8566.173458249348
BASTION EVENTS LLC,32099439799,,,,0.0,,
BATL,32067153737,29.8038852,-95.4252634,1.7760553832827348,135859680.0,225.36410471449454,324.7639424357179
BAUHAUS HOUSTON,32040660097,29.747559,-95.3617545,3.7508415459226225,1617555960.0,56.278539143730335,68.41798667238768
BAWARCHI INDIAN CUISINE,32075695208,29.7335566,-95.5017381,7.265676034513615,1004850.0,7.276314228303498e-05,0.0005943572392487945
BAYOU CITY SEAFOOD AND PASTA,32063784428,29.7330283,-95.456457,5.223835563424495,756416160.0,1.270138677855316,1.9317828339578416
BAYOU CLUB OF HOUSTON,17405031224,29.7769335,-95.452596,3.294884210015123,744300000.0,59.197616244665255,177.499735965905
BB'S CAFE,32063160850,29.8167871,-95.4308171,2.5910050198908903,1577270880.0,128.2108548726706,575.3921368794557
BB'S TEX-ORLEANS,32080894762,29.744143,-95.3881679,3.2833431103725177,586528992.0,68.19807494899993,150.13295060798617
BCN TASTE & TRADITION,32053303072,29.7349233,-95.3901407,3.8882395842756607,2565966240.0,62.290986445569324,79.42264109373407
BEEZ KNEEZ HOUSTON,32084562613,29.8031243,-95.4166651,1.3268124971490187,0.0,0.0,0.0
BEHIND CLOSED DOORS,32082069694,29.7619954,-95.3612735,3.044659978659682,1518210000.0,239.00737361214428,350.3571245883635
BELLAGREEN 400101,32085090507,29.7799387,-95.560928,9.681711171591552,213104016.0,6.266338342654906e-05,9.944256181586298e-05
"BELLE STATION, LLC",32061138932,29.7530175,-95.3778832,2.9112406595715647,1132649280.0,207.89470616958226,348.0869987627954
BENIHANA OF TOKYO,17418188623,29.7561508,-95.3696576,2.9912715939178445,2647546560.0,42.94114412499696,176.81794072601795
"BERG HOSPITALITY CATERING, LLC",32084850042,29.7899812,-95.4566038,3.398024742125232,1469963902.0,147.65449835670583,1713.5966023898893
BERWICK'S BIRD OF PARADISE BAR,32094474981,,,,2246460.0,,
BEST REGARDS,32087694199,29.7905513,-95.3999392,0.0,2421505920.0,262750.2083333333,546182.0
BEST WESTERN PLUS - DOWNTOWN INN & SUITES,32035931248,29.7573869,-95.3773988,2.660491819127756,17152920.0,4.695480620654147,6.49607676757253
BETELGEUSE BETELGEUSE II,32087567940,29.7324458,-95.3912966,4.048075898935235,354074496.0,11.706798118421835,26.00634371122508
BICHOTA'S SPORT BAR,32096994960,,,,163680.0,,
BIG CITY WINGS,12013718841,29.7851676,-95.4638509,3.8504587762305604,24407627904.0,3.959866988609759,30.330597309279206
BIG STAR BAR,32053772045,29.8030643,-95.416271,1.3062958775561782,965645280.0,4098.639311235518,5205.018337673429
BIRDIES DEN,17606026122,29.7341081,-95.4006448,3.9001214240464406,644202720.0,15.27131339042773,20.7328809390956
BIRRAPORETTI'S,17606927659,29.7622473,-95.3649227,2.869583063064883,1085323680.0,202.0818742885979,402.5062255316588
BISOU,32055936473,29.7418598,-95.4530418,4.632766919151195,43055040.0,2.122035037989787,7.208929037171932
BLACKS BEVERAGE CO,32067623507,29.7952607,-95.4103023,0.701430273797859,0.0,0.0,0.0
BLACKWOOD EDUCATIONAL LAND INSTITUTE,17606171084,,,,402981.0,,
BLANCO,32066375133,29.7395837,-95.4654882,5.278092625134698,1413846000.0,2.1299301696265647,3.4896112951718865
"BLANCO RIO KG, LLC",32041875355,29.7583321,-95.3640592,3.096145328615297,599794260.0,241.94501765276652,329.367216618844
BLESSED SACRAMENT CATHOLIC PARISH,17411934510,,,,3098.0,,
BLISS HTX,32091460876,29.7418879,-95.376493,3.6445792671532367,23506980.0,7.280260424038084,30.577640102919986
"BLUDORN BEVERAGES, LLC",32073867841,29.7588221,-95.3856491,2.3538596646823273,9153853632.0,832.75165544578,3018.181314886238
BLUE LAGOON,32011817288,29.7916016,-95.539825,8.388259808771103,332254350.0,0.0025481031652223687,0.0031322967710388345
BLUE LAGOON CLUB,32096696631,,,,5823300.0,,
BLUE TUBA,32092093585,29.8026676,-95.4032603,0.8605220595516208,54361650.0,2626.02559077792,6748.757441859901
BLUESTONE LANE,32081003496,29.8032598,-95.398587,0.8818174431925625,240198.0,38.019292521004395,95.48129396055755
BLUR BAR,32073797600,29.7469598,-95.3893335,3.0783506924431077,1647083520.0,201.99957026429024,267.6611570188366
BLVD,32081937404,29.8039383,-95.4188179,1.4618027189456568,2202119950.0,10316.519455166299,22966.363092181058
BOHEME,12020740317,29.7479948,-95.3860618,3.055929865449458,2332509840.0,299.1801606965365,380.6067214530939
BOIL HOUSE CRAWFISH,32053389501,29.7905403,-95.391665,0.4961475400967855,124149048.0,2577.572790864893,10708.758611865493
BOMBAY BRASSERIE,12604391768,29.735889,-95.4582054,5.145678157515313,50183079.0,0.11097480107904555,0.1556821421573165
"BON GA RESTAURANT, INC",32026321631,29.7942417,-95.5354,8.126504646587055,4880850.0,8.411922276507418e-05,0.00017073883313451174
BONCHON - MIDTOWN,32067767924,29.7492649,-95.3726755,3.288057113418265,183090960.0,14.286064397828063,17.69430870193016
BOONDOCKS,32015970729,29.7426628,-95.3967787,3.3142379161222144,479593440.0,36.69602462528793,49.073913004033145
BOOZERS,32082094007,,,,231402.0,,
BORI KOREAN STEAKHOUSE,32077832007,29.7431538,-95.387534,3.358343149303036,101972640.0,6.913209046907007,13.798979120214733
BOSSCAT KITCHEN & LIBATIONS,32058966147,29.7420466,-95.4504363,4.517168573595808,1349475120.0,9.31233033281592,16.355056178676833
BOTONICA,32098496881,,,,1526622.0,,
BOWL AND BARREL HOUSTON,32053846393,29.7789387,-95.5618345,9.741411202187718,1550238480.0,0.000310150519166353,0.00043500578401554815
BRASA'S BRAZILIAN STEAKHOUSE,32052936534,29.7588601,-95.3631775,3.1073071335268674,83711274.0,17.352976288886275,37.84976651801623
BRASIL,17606679375,29.7426451,-95.4022586,3.31295746020755,635779992.0,47.19808649144633,61.47847595882588
BRASS TACKS,32066976328,29.7514421,-95.3493697,4.062072474421092,197040240.0,3.378624042527116,4.168616163817837
BRASSERIE 19,32041427686,29.7535337,-95.4073313,2.5958357081298,5890970424.0,1835.2211987338367,2582.0613832541085
BRAVERY CHEF HALL,32064504460,29.7614979,-95.3622655,3.0223235130584323,223965360.0,276.5175978225651,649.6877098656793
BRAZOS NIGHTS,32088182822,29.7491452,-95.3777197,3.1560637921908516,2452835.0,1.2016899900895932,27.638869772060644
BREAKFAST BROS INC,32081368576,,,,44776.0,,
"BRENNANS OF HOUSTON, INC.",17415588668,29.7430457,-95.3814937,3.4637826764942585,3665243520.0,207.9484514623796,429.36935161857235
BREWINGZ SPROTS BAR & GRILL,32048633237,29.7897559,-95.467501,4.05160578971977,2335944384.0,0.746925683347091,8.2288837416778
BRIO ITALIAN GRILLE AT CITY CENTRE,32076384653,29.7788642,-95.5602102,9.644774940329897,816487776.0,0.00013762533379054568,0.0003453298687002455
BROOKDALE MEMORIAL CITY,32044647215,29.7282295,-95.4266648,4.594778689350745,110955600.0,0.026245477933997115,0.18531158414851914
BUDDY'S,32069784174,29.7477417,-95.3908165,3.0080693931847393,84109650.0,273.53234272669243,399.8634443160507
BUENA VISTA CUBAN CAFE,32092496994,,,,84786.0,,
BUFFALO WILD WINGS #445,14119571074,29.7695083,-95.4004588,1.4542808931449183,1519994160.0,27.33645006141804,1461.3961410073919
BUFFALO WILD WINGS #446,14119571074,29.7695083,-95.4004588,1.4542808931449183,6568594560.0,66.4500297516061,1666.8470095692046
BUFFALO WILD WINGS GRILL & BAR,32066975684,29.7835098,-95.5273025,7.65285135342689,1063011600.0,0.013861557740402045,0.016036014178405396
BUNGALOW,32076797599,29.7612019,-95.3613958,3.074961780489595,1300814640.0,160.6178511130417,381.2119257599859
BUNGALOW HEIGHTS,32060174193,29.8030057,-95.4182555,1.3952142351911456,2243173392.0,7712.7806578215905,10687.62460652838
BURGERIM,32065747902,29.7619112,-95.3634041,2.9524043931578423,20558160.0,3.2435054427216907,42.40219113983157
BY POPULAR DEMAND,32066650477,29.7668333,-95.5498131,9.136149166973459,1297662480.0,0.000871083267577343,0.0010157042137676831
C. BALDWIN CURIO COLLECTION BY HILTON,32078656702,29.7578744,-95.3709965,2.847893916003486,1989182880.0,386.7957995096848,594.3896550690915
CACHE CAFE/CACHE COCKTAIL BAR,12017142568,29.7365444,-95.4652896,5.411870759784009,393573600.0,0.45372322010190586,0.5340791188598691
CACTUS COVE BAR & PATIO,32061444835,29.788879,-95.4367235,2.2087445343399916,572633280.0,399.7990151687799,946.4228417986715
CAFE ANNIE,32034990286,29.7471132,-95.461645,4.764911064069369,0.0,0.0,0.0
CAFE GINGER,32039541860,29.7542917,-95.4020132,2.5084101276210093,865152960.0,321.01946541385405,402.3769355175007
CAFE TOULOUSE,32055936457,29.7418598,-95.4530418,4.632766919151195,5450100576.0,28.883520174047987,37.15531990506794
CALIENTE,32062428241,29.7781356,-95.5619945,9.755734824368778,32810397.0,7.18512309939306e-06,1.5554547759841575e-05
CALIFORNIA PIZZA KITCHEN,32041455596,29.7527458,-95.4081902,2.6585963046686736,794787840.0,28.20931811413434,90.26504414860557
CAMARADERIE,32092172314,29.7902569,-95.4036849,0.22552345146418107,11244132.0,11052.582071229976,35701.02519133705
CAMBRIA HOTEL (HOUSTON DOWNTOWN CONVENTION CENTER),32070066306,29.757783,-95.3596096,3.31302984441895,587584080.0,45.067671777187684,70.74587749491218
CAMPUS BEVERAGE INC,17524521584,29.767789,-95.4605567,3.96085810203165,6921496080.0,145.3110378057975,228.40976784859873
CANDENTE,32069379983,29.7340396,-95.3930602,3.9263641392528763,2583842064.0,56.24516920344939,76.90116340421436
CANE ROSSO,32056585006,29.8024685,-95.4104406,1.0365673278672483,0.0,0.0,0.0
CANTINA BARBA,32064516746,29.790831,-95.3734469,1.5886765559689577,1059142320.0,2555.66343703217,4480.763653798536
CANTINE CAR WASH,32074850820,29.7914217,-95.3883188,0.6993830025098869,64476720.0,562.9949261365862,11055.259378325707
CAPITOL BEVERAGE,17606482036,29.7757427,-95.3609029,2.554756268871888,538751088.0,58.11206543326917,230.15935904394968
CAPITOL TOWER BAR LLC,32069836115,29.7597863,-95.3644488,3.008119317245445,116354160.0,16.421731094050717,24.88821605759114
CAPS SUPPER CLUB & BAR,32079937895,29.73912,-95.4923158,6.582283108354146,352326408.0,0.03783228340417967,0.09914811727146856
CAPTAIN FOXHEART'S BAD NEWS BAR & SPIRIT LODGE,32049462750,29.7620496,-95.3612137,3.0449684465400364,1383495840.0,181.38782433288677,239.0225202387593
CARACOL,32046717644,29.7433338,-95.4621672,4.9571551186883775,2186277120.0,6.257937821079981,9.675367852906126
CARIBBEAN WORLDWIDE FOUNDATION,32074954119,,,,44776.0,,
CARRABBA'S RESTAURANT,17602437257,29.7537525,-95.5006824,6.555175389893308,4790395440.0,0.5611443928267221,0.7364659442417422
CASA BLANCA,32058945836,29.7619438,-95.3613182,3.044932418493059,808781760.0,106.04566403635457,153.6132204382229
CASA DO BRASIL,32057326418,29.7373008,-95.4672236,5.461110678599207,1592973360.0,1.6641953694198592,2.8049032195692263
CASA VERDE HOUSTON,32098908109,,,,6772314.0,,
CASE CHOCOLATES,32093727330,,,,169544.0,,
CATBIRDS,32089806718,29.743638,-95.395661,3.2515722263785505,425304240.0,110.66173579212504,136.5542942976322
CATTLEMEN'S COUNTRY CLUB,32101142365,,,,0.0,,
CATTY-CORNER ICE HOUSE,32016941299,29.8213116,-95.4199598,2.440878153558688,434476800.0,190.6790707662951,246.47728273798316
CAVATORE ITALIAN RESTAURANT,17601144730,29.8050469,-95.4287393,1.9962532866623077,506517432.0,523.4637901443001,830.2185243693249
CECIL'S,32062250025,29.7536182,-95.3884127,2.643836259090223,613623000.0,172.27494809622797,284.53779787596955
CEDAR CREEK CAFE,32020447481,29.80353,-95.4176203,1.3885501220363503,1416868560.0,5101.601288511223,13181.708582843825
CENTERFOLDS,17603123930,29.7322014,-95.489591,6.720874871854784,1205170560.0,0.10135076595122831,0.18274003616767465
CHACHO'S,32034886039,29.8451713,-95.3916136,3.8067783569761273,195829200.0,5.595102448938352,7.074903521293005
CHACHO'S MEXICAN GRILL,17605643422,29.7381467,-95.4876534,6.386595364012749,218558880.0,0.035867282123203115,0.04323442286383482
CHAMA GAUCHA BRAZILIAN STEAKHOUSE - HOUSTON,32043118630,29.7372507,-95.4831471,6.202428551328877,3497209920.0,0.8295011166386321,1.6129841503811662
CHAPAMN & KIRBY,32058921159,29.7503154,-95.356035,3.829137459890315,5889364560.0,160.90819454041315,219.7544573153566
CHAPULTEPEC LUPITA MEXICAN RESTAURANT,32011569970,29.7343278,-95.3894783,3.935056842073327,164080800.0,3.6271630756948885,4.329867230295482
CHARBAR,17606956773,29.7624227,-95.3616092,3.010205398740917,190365120.0,26.755461759409986,71.98097178100059
CHEBA HUT DACOMA,32079926070,29.8085564,-95.4554621,3.553881453712487,96345120.0,8.055566882993897,9.716622454547801
CHEERS TO US LLC,32082225056,29.7601939,-95.3620026,3.0944869645246658,1081080.0,0.37919686735055086,5.687953010258262
CHERRY,32072721239,29.7620496,-95.3612137,3.0449684465400364,1040487840.0,136.4166194691448,171.0469015620986
CHILI'S GRILL & BAR,17519330587,29.776314,-95.383441,1.395175050445265,27885781248.0,48.621137875846415,3073.301287413601
CHILIS GRILL & BAR,17519330587,29.776314,-95.383441,1.395175050445265,4971217680.0,22.189373885069102,1604.6201271679997
CHINA GARDEN,32075257504,29.7490798,-95.3631853,3.615220030162405,126344160.0,5.295064007293825,8.590485315016496
CHIPOTLE CHIPOTLE MEXICAN GRILL CHIPOTLE BURRITOS,17429444858,29.7745706,-95.3978867,1.1110110268378885,217440768.0,0.5229217791503705,37.82801132469808
CHIPOTLE MEXICAN GRILL,17429444858,29.7745706,-95.3978867,1.1110110268378885,3497287680.0,1.401767105472352,106.33031263475306
CHIPOTLE MEXICAN GRILL CHIPOTLE BURRITOS & TACOS,17429444858,29.7745706,-95.3978867,1.1110110268378885,95980032.0,0.23082170633406468,17.450744479301978
CHIPOTLE MEXICAN GRILL HOUSTON GALLERIA #2620,17429444858,29.7745706,-95.3978867,1.1110110268378885,242799360.0,0.5839064793395657,54.953586652211825
CHIPOTLE MEXICAN GRILL_#3493,17429444858,29.7745706,-95.3978867,1.1110110268378885,111488256.0,0.2681173255508919,25.79675270853336
CHOPNBLOK MONTROSE LLC,32090842637,29.7442282,-95.387676,3.2840755500693906,74647600.0,52.41723092494405,119.99402645735616
CHRISTIAN'S TAILGATE BAR & GRILL,32059501687,29.752516,-95.376217,2.9884133591131556,1086878160.0,159.56375973504828,295.21229381054394
CHRISTIE'S SEAFOOD & STEAKS,17416538647,29.7372023,-95.4895877,6.519191575039794,232557840.0,0.029274493643685343,0.04098974726489273
CHURRASCOS MEMORIAL CITY,17602934295,29.7417034,-95.4090394,3.418949785909499,3543434736.0,10.656365374060854,84.70198094180105
CHUY'S #6085,12057184488,29.7426326,-95.4204285,3.53160586915213,7673718720.0,3.4266032578062067,48.02981411746675
CIEL RESTAURANT AND LOUNGE,32077706300,29.7462894,-95.4541594,4.464063694483592,2085994296.0,17.786496457879217,56.1252716240481
CINEMARK #382,32033203616,29.8467644,-95.4963972,6.965656686721014,3452483280.0,0.0010962355318690435,0.022176314979859762
CIRCA HOUSTON,32078777698,29.7433478,-95.3780366,3.516101423562639,83182950.0,10.881371885698961,91.73679753094177
CIRO'S ITALIAN GRILL,17602000527,29.7828964,-95.5335651,8.03036998419449,3520017360.0,0.021572989079946082,0.02884200671192024
CITIZENS OF MONTROSE,32088760684,29.7444011,-95.3906245,3.237276144684402,112746504.0,23.22067908854726,34.682293758246175
CKC EVENT PRODUCTIONS,32093376955,,,,239571.0,,
CLARK'S HOUSTON,32076268575,29.7384875,-95.3908676,3.638217048683172,1846709592.0,130.44037051444766,199.6938550521937
CLARKWOOD,32075827330,29.7599278,-95.3991806,2.1163920483406318,3807313200.0,3197.422966675004,5184.910005458594
CLAWDADDY,32086606095,29.7878155,-95.467542,4.0581356700343365,53350968.0,2.5146368671664847,6.130185629633941
CLE',32073217658,29.7468714,-95.3724942,3.4377222764358555,39468744.0,40.44130339576309,82.62500514753371
CLEARWATER AT THE HEIGHTS,32093915216,,,,672435.0,,
CLUB NJ'S/BUBBA'S ON MANGUM,17604815476,29.8244848,-95.4627574,4.43632257212766,623654640.0,5.058940757715074,6.04208489930165
CLUB ONYX HOUSTON,17600373249,29.7326476,-95.480013,6.250914219372144,1451579040.0,0.31247972648978667,0.44064173136768037
CLUB SPIRE AT DOME,32090433098,29.7513386,-95.3698232,3.256230052481797,430904985.0,290.16661093840594,476.1870004689178
CLUTCH DISTILLING,32073151584,29.8064514,-95.387943,1.313119025524924,13554060.0,193.41972021469033,332.95529094677056
COACHES PUB,32084224180,29.7494317,-95.3751028,3.2079280543487245,84096000.0,57.30508918981302,96.19535805207767
COBOS BBQ,32062521748,29.7527936,-95.3549538,3.7530093001877,365974620.0,2.9582056884500267,36.53577072628021
COCO'S DONUTS & COFFEE BAR,32087986272,29.8177136,-95.4360744,2.8663334064881414,2428008.0,1.2409931414537472,3.481311628738358
COMALITO,32076772220,29.8105978,-95.380214,1.8213146224511634,16212000.0,221.08617481550522,332.398399915066
COMMON BOND BRASSERIE & BAKERY,32070463222,29.7597863,-95.3644726,3.0071095481653534,1609296.0,9.453669922072784,37.814679688291136
